run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	instrument_model	library_name	library_strategy	library_source	first_public	experiment_title	fastq_ftp	submitted_ftp	sample_alias	sample_title	bam_ftp
SRR8615213	PRJNA523380	SAMN10988537	SRX5414027	9606	Homo sapiens	Illumina MiSeq	TERTp-HS821T_FIBROBLAST	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of HS821T_FIBROBLAST	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615213/SRR8615213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615213/SRR8615213_2.fastq.gz		HS821T_FIBROBLAST	HS821T_FIBROBLAST	
SRR8615946	PRJNA523380	SAMN10988000	SRX5415104	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-NCIH1436_LUNG	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of NCIH1436_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615946/SRR8615946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615946/SRR8615946_2.fastq.gz		NCIH1436_LUNG	NCIH1436_LUNG	
SRR8615214	PRJNA523380	SAMN10988166	SRX5414026	9606	Homo sapiens	Illumina MiSeq	TERTp-HS737T_FIBROBLAST	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of HS737T_FIBROBLAST	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615214/SRR8615214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615214/SRR8615214_2.fastq.gz		HS737T_FIBROBLAST	HS737T_FIBROBLAST	
SRR8633237	PRJNA523380	SAMN10988521	SRX5432181	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-HS852T_SKIN	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of HS852T_SKIN	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/007/SRR8633237/SRR8633237.fastq.gz		HS852T_SKIN	HS852T_SKIN	
SRR8615949	PRJNA523380	SAMN10987971	SRX5415101	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-COV362_OVARY	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of COV362_OVARY	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615949/SRR8615949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615949/SRR8615949_2.fastq.gz		COV362_OVARY	COV362_OVARY	
SRR8633238	PRJNA523380	SAMN10987680	SRX5432180	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-HS870T_FIBROBLAST	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of HS870T_FIBROBLAST	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/008/SRR8633238/SRR8633238.fastq.gz		HS870T_FIBROBLAST	HS870T_FIBROBLAST	
SRR8615216	PRJNA523380	SAMN10988478	SRX5414024	9606	Homo sapiens	Illumina MiSeq	TERTp-HS698T_FIBROBLAST	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of HS698T_FIBROBLAST	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615216/SRR8615216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615216/SRR8615216_2.fastq.gz		HS698T_FIBROBLAST	HS698T_FIBROBLAST	
SRR8615950	PRJNA523380	SAMN10987829	SRX5415100	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-KP3_PANCREAS	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of KP3_PANCREAS	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615950/SRR8615950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615950/SRR8615950_2.fastq.gz		KP3_PANCREAS	KP3_PANCREAS	
SRR8615217	PRJNA523380	SAMN10988229	SRX5414023	9606	Homo sapiens	Illumina MiSeq	TERTp-HS695T_SKIN	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of HS695T_SKIN	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615217/SRR8615217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615217/SRR8615217_2.fastq.gz		HS695T_SKIN	HS695T_SKIN	
SRR8633239	PRJNA523380	SAMN10988024	SRX5432179	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-NCIH2172_LUNG	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of NCIH2172_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/009/SRR8633239/SRR8633239.fastq.gz		NCIH2172_LUNG	NCIH2172_LUNG	
SRR8615951	PRJNA523380	SAMN10988261	SRX5415099	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-KP2_PANCREAS	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of KP2_PANCREAS	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615951/SRR8615951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615951/SRR8615951_2.fastq.gz		KP2_PANCREAS	KP2_PANCREAS	
SRR8615218	PRJNA523380	SAMN10988123	SRX5414022	9606	Homo sapiens	Illumina MiSeq	TERTp-HS675T_FIBROBLAST	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of HS675T_FIBROBLAST	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615218/SRR8615218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615218/SRR8615218_2.fastq.gz		HS675T_FIBROBLAST	HS675T_FIBROBLAST	
SRR8633242	PRJNA523380	SAMN10988204	SRX5432176	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-NCIH209_LUNG	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of NCIH209_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/002/SRR8633242/SRR8633242.fastq.gz		NCIH209_LUNG	NCIH209_LUNG	
SRR8615952	PRJNA523380	SAMN10987903	SRX5415098	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615952/SRR8615952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615952/SRR8615952_2.fastq.gz		DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8615227	PRJNA523380	SAMN10989579	SRX5414526	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-OE21_OESOPHAGUS	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of OE21_OESOPHAGUS	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615227/SRR8615227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615227/SRR8615227_2.fastq.gz		OE21_OESOPHAGUS	OE21_OESOPHAGUS	
SRR8615230	PRJNA523380	SAMN10988512	SRX5414523	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-ONCODG1_OVARY	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of ONCODG1_OVARY	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615230/SRR8615230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615230/SRR8615230_2.fastq.gz		ONCODG1_OVARY	ONCODG1_OVARY	
SRR8615953	PRJNA523380	SAMN10988246	SRX5415097	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615953/SRR8615953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615953/SRR8615953_2.fastq.gz		DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	
SRR8633243	PRJNA523380	SAMN10987636	SRX5432175	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-NCIH2087_LUNG	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of NCIH2087_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/003/SRR8633243/SRR8633243.fastq.gz		NCIH2087_LUNG	NCIH2087_LUNG	
SRR8615958	PRJNA523380	SAMN10987729	SRX5415092	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-CW2_LARGE_INTESTINE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of CW2_LARGE_INTESTINE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615958/SRR8615958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615958/SRR8615958_2.fastq.gz		CW2_LARGE_INTESTINE	CW2_LARGE_INTESTINE	
SRR8615231	PRJNA523380	SAMN10987906	SRX5414522	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-MESSA_SOFT_TISSUE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of MESSA_SOFT_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615231/SRR8615231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615231/SRR8615231_2.fastq.gz		MESSA_SOFT_TISSUE	MESSA_SOFT_TISSUE	
SRR8633245	PRJNA523380	SAMN10988338	SRX5432173	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-NCIH2106_LUNG	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of NCIH2106_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/005/SRR8633245/SRR8633245.fastq.gz		NCIH2106_LUNG	NCIH2106_LUNG	
SRR8615234	PRJNA523380	SAMN10988184	SRX5414519	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615234/SRR8615234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615234/SRR8615234_2.fastq.gz		MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8615962	PRJNA523380	SAMN10988097	SRX5415088	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-DAOY_CENTRAL_NERVOUS_SYSTEM	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of DAOY_CENTRAL_NERVOUS_SYSTEM	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615962/SRR8615962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615962/SRR8615962_2.fastq.gz		DAOY_CENTRAL_NERVOUS_SYSTEM	DAOY_CENTRAL_NERVOUS_SYSTEM	
SRR8633246	PRJNA523380	SAMN10988248	SRX5432172	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-NCIH2122_LUNG	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of NCIH2122_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/006/SRR8633246/SRR8633246.fastq.gz		NCIH2122_LUNG	NCIH2122_LUNG	
SRR8615976	PRJNA523380	SAMN10987750	SRX5415074	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-NCIH838_LUNG	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of NCIH838_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615976/SRR8615976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615976/SRR8615976_2.fastq.gz		NCIH838_LUNG	NCIH838_LUNG	
SRR8633248	PRJNA523380	SAMN10988373	SRX5432170	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-NCIH2170_LUNG	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of NCIH2170_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/008/SRR8633248/SRR8633248.fastq.gz		NCIH2170_LUNG	NCIH2170_LUNG	
SRR8615241	PRJNA523380	SAMN10987902	SRX5414512	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-PANC0213_PANCREAS	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of PANC0213_PANCREAS	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615241/SRR8615241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615241/SRR8615241_2.fastq.gz		PANC0213_PANCREAS	PANC0213_PANCREAS	
SRR8615980	PRJNA523380	SAMN10987908	SRX5415070	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-NCIH1792_LUNG	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of NCIH1792_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615980/SRR8615980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615980/SRR8615980_2.fastq.gz		NCIH1792_LUNG	NCIH1792_LUNG	
SRR8615242	PRJNA523380	SAMN10988470	SRX5414511	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615242/SRR8615242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615242/SRR8615242_2.fastq.gz		OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8633255	PRJNA523380	SAMN10987925	SRX5432163	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-SCC9_UPPER_AERODIGESTIVE_TRACT	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of SCC9_UPPER_AERODIGESTIVE_TRACT	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/005/SRR8633255/SRR8633255.fastq.gz		SCC9_UPPER_AERODIGESTIVE_TRACT	SCC9_UPPER_AERODIGESTIVE_TRACT	
SRR8615243	PRJNA523380	SAMN10988017	SRX5414510	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-OAW28_OVARY	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of OAW28_OVARY	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615243/SRR8615243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615243/SRR8615243_2.fastq.gz		OAW28_OVARY	OAW28_OVARY	
SRR8615982	PRJNA523380	SAMN10987804	SRX5415068	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-NCIH810_LUNG	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of NCIH810_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615982/SRR8615982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615982/SRR8615982_2.fastq.gz		NCIH810_LUNG	NCIH810_LUNG	
SRR8633261	PRJNA523380	SAMN10987601	SRX5432157	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-UMUC3_URINARY_TRACT	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of UMUC3_URINARY_TRACT	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/001/SRR8633261/SRR8633261.fastq.gz		UMUC3_URINARY_TRACT	UMUC3_URINARY_TRACT	
SRR8615247	PRJNA523380	SAMN10987884	SRX5414506	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-CAPAN1_PANCREAS	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of CAPAN1_PANCREAS	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615247/SRR8615247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615247/SRR8615247_2.fastq.gz		CAPAN1_PANCREAS	CAPAN1_PANCREAS	
SRR8615987	PRJNA523380	SAMN10987889	SRX5415063	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-NCIH1650_LUNG	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of NCIH1650_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615987/SRR8615987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615987/SRR8615987_2.fastq.gz		NCIH1650_LUNG	NCIH1650_LUNG	
SRR8615251	PRJNA523380	SAMN10987776	SRX5414502	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-CCK81_LARGE_INTESTINE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of CCK81_LARGE_INTESTINE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615251/SRR8615251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615251/SRR8615251_2.fastq.gz		CCK81_LARGE_INTESTINE	CCK81_LARGE_INTESTINE	
SRR8633265	PRJNA523380	SAMN10988448	SRX5432153	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-UACC812_BREAST	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of UACC812_BREAST	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/005/SRR8633265/SRR8633265.fastq.gz		UACC812_BREAST	UACC812_BREAST	
SRR8615989	PRJNA523380	SAMN10987669	SRX5415061	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-NCIH1666_LUNG	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of NCIH1666_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615989/SRR8615989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615989/SRR8615989_2.fastq.gz		NCIH1666_LUNG	NCIH1666_LUNG	
SRR8615254	PRJNA523380	SAMN10987937	SRX5414499	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-NCIH2052_PLEURA	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of NCIH2052_PLEURA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615254/SRR8615254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615254/SRR8615254_2.fastq.gz		NCIH2052_PLEURA	NCIH2052_PLEURA	
SRR8633269	PRJNA523380	SAMN10988544	SRX5432149	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/009/SRR8633269/SRR8633269.fastq.gz		SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8615255	PRJNA523380	SAMN10988239	SRX5414498	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-NCIH2030_LUNG	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of NCIH2030_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615255/SRR8615255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615255/SRR8615255_2.fastq.gz		NCIH2030_LUNG	NCIH2030_LUNG	
SRR8615990	PRJNA523380	SAMN10988173	SRX5415060	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-NCIH1693_LUNG	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of NCIH1693_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615990/SRR8615990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615990/SRR8615990_2.fastq.gz		NCIH1693_LUNG	NCIH1693_LUNG	
SRR8633271	PRJNA523380	SAMN10988380	SRX5432147	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-HUPT4_PANCREAS	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of HUPT4_PANCREAS	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/001/SRR8633271/SRR8633271.fastq.gz		HUPT4_PANCREAS	HUPT4_PANCREAS	
SRR8615256	PRJNA523380	SAMN10987644	SRX5414497	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-NCIH2029_LUNG	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of NCIH2029_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615256/SRR8615256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615256/SRR8615256_2.fastq.gz		NCIH2029_LUNG	NCIH2029_LUNG	
SRR8615991	PRJNA523380	SAMN10988482	SRX5415059	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-COLO680N_OESOPHAGUS	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of COLO680N_OESOPHAGUS	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615991/SRR8615991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615991/SRR8615991_2.fastq.gz		COLO680N_OESOPHAGUS	COLO680N_OESOPHAGUS	
SRR8615259	PRJNA523380	SAMN10989609	SRX5414494	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-NCIH2004RT_SOFT_TISSUE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of NCIH2004RT_SOFT_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615259/SRR8615259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615259/SRR8615259_2.fastq.gz		NCIH2004RT_SOFT_TISSUE	NCIH2004RT_SOFT_TISSUE	
SRR8633276	PRJNA523380	SAMN10987934	SRX5432142	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-JHUEM1_ENDOMETRIUM	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of JHUEM1_ENDOMETRIUM	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/006/SRR8633276/SRR8633276.fastq.gz		JHUEM1_ENDOMETRIUM	JHUEM1_ENDOMETRIUM	
SRR8615995	PRJNA523380	SAMN10989601	SRX5415055	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-HCC2429_LUNG	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of HCC2429_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615995/SRR8615995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615995/SRR8615995_2.fastq.gz		HCC2429_LUNG	HCC2429_LUNG	
SRR8633277	PRJNA523380	SAMN10987997	SRX5432141	9606	Homo sapiens	Illumina HiSeq 2000	RRBS-JHH6_LIVER	Bisulfite-Seq	GENOMIC	2019-03-28	Illumina HiSeq 2000 sequencing: RRBS of JHH6_LIVER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/007/SRR8633277/SRR8633277.fastq.gz		JHH6_LIVER	JHH6_LIVER	
SRR8615263	PRJNA523380	SAMN10988130	SRX5414490	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615263/SRR8615263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615263/SRR8615263_2.fastq.gz		OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8615996	PRJNA523380	SAMN10988553	SRX5415054	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-HCC2935_LUNG	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of HCC2935_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615996/SRR8615996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615996/SRR8615996_2.fastq.gz		HCC2935_LUNG	HCC2935_LUNG	
SRR8615269	PRJNA523380	SAMN10987846	SRX5414484	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-CAL12T_LUNG	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of CAL12T_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615269/SRR8615269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615269/SRR8615269_2.fastq.gz		CAL12T_LUNG	CAL12T_LUNG	
